3.162299999999999833e-03,4.949989776405060160e-02,-2.043869854441892481e-02
3.981099999999999570e-03,4.776559257398881736e-02,-1.828568930454869956e-02
5.011899999999999689e-03,4.613581757142157236e-02,-1.634315896670082355e-02
6.309600000000000278e-03,4.459683630177327385e-02,-1.458916866064991456e-02
7.943300000000000360e-03,4.314230386123920485e-02,-1.300096361736357946e-02
1.000000000000000021e-02,4.181678802099760700e-02,-1.157300918282404278e-02
1.258899999999999950e-02,4.060674092985909478e-02,-1.028213362314518708e-02
1.584899999999999851e-02,3.951932383144551170e-02,-9.113366697002838607e-03
1.995299999999999851e-02,3.856629404354767338e-02,-8.044949582776919628e-03
2.511899999999999897e-02,3.773445890891118787e-02,-7.075702921918924568e-03
3.162299999999999833e-02,3.701390885119780483e-02,-6.209940124316646985e-03
3.981099999999999917e-02,3.639992299924441760e-02,-5.450664199993215595e-03
5.011899999999999689e-02,3.588317920356108581e-02,-4.804611324614652297e-03
6.309599999999999931e-02,3.544780816944047980e-02,-4.263021217299262436e-03
7.943300000000000360e-02,3.506693121253139089e-02,-3.816723014957777802e-03
1.000000000000000056e-01,3.472170724341839404e-02,-3.465230467686931850e-03
1.258900000000000019e-01,3.440366308110683058e-02,-3.193618283349019659e-03
1.584899999999999920e-01,3.410783765793667932e-02,-2.984327485064060693e-03
1.995300000000000129e-01,3.382110917214478651e-02,-2.842018738411917524e-03
2.511900000000000244e-01,3.353616639243525710e-02,-2.751082138962083340e-03
3.162300000000000111e-01,3.325245545167049982e-02,-2.709277465032709342e-03
3.981100000000000194e-01,3.295910966053001295e-02,-2.716402585530141873e-03
5.011900000000000244e-01,3.265642728210896295e-02,-2.768802154176159581e-03
6.309599999999999653e-01,3.232796211965539152e-02,-2.868750523333257578e-03
7.943299999999999805e-01,3.197349380289497833e-02,-2.995332546857451973e-03
1.000000000000000000e+00,3.158436174556338016e-02,-3.163386300966554432e-03
1.258899999999999908e+00,3.106993613220830619e-02,-3.434523242185860432e-03
1.584899999999999975e+00,3.046141985417732609e-02,-3.652697342055591205e-03
1.995300000000000074e+00,2.990071416665416801e-02,-3.895945135443319805e-03
2.511899999999999800e+00,2.937911133992750570e-02,-4.149636812513849554e-03
3.162300000000000111e+00,2.861448851440106383e-02,-4.356364727804794452e-03
3.981100000000000083e+00,2.787738081096801518e-02,-4.528514961203703414e-03
5.011899999999999800e+00,2.705194169575526539e-02,-4.623972802104744234e-03
6.309599999999999653e+00,2.622642987302171991e-02,-4.634834408419459713e-03
7.943299999999999805e+00,2.539677675995668030e-02,-4.562544489738367889e-03
1.000000000000000000e+01,2.467403320603891309e-02,-4.418384064925816486e-03
1.258900000000000041e+01,2.398422063066227641e-02,-4.213943600562558393e-03
1.584900000000000020e+01,2.337618986157419254e-02,-3.976200559797160063e-03
1.995299999999999940e+01,2.279578858633132463e-02,-3.729024850492166764e-03
2.511899999999999977e+01,2.229049119288850633e-02,-3.557889224693377463e-03
3.162300000000000111e+01,2.183347892172111948e-02,-3.350958274905162671e-03
3.981099999999999994e+01,2.142394824537265444e-02,-3.182646428182780377e-03
5.011899999999999977e+01,2.104498384655894769e-02,-3.050718411172399520e-03
6.309599999999999653e+01,2.061274834162726832e-02,-2.938692023982815427e-03
7.943300000000000693e+01,2.020959510042839163e-02,-2.848034411523495991e-03
1.000000000000000000e+02,1.976049200431690550e-02,-2.758387712742535729e-03
1.258900000000000006e+02,1.939718885456381825e-02,-2.676701135106070509e-03
1.584900000000000091e+02,1.898347057349931977e-02,-2.575856490231118786e-03
1.995300000000000011e+02,1.856285980540606576e-02,-2.455805016755155997e-03
2.511899999999999977e+02,1.817394883861396179e-02,-2.316315267267140491e-03
3.162300000000000182e+02,1.777709802449553220e-02,-2.149498808757097871e-03
3.981100000000000136e+02,1.738294404736966808e-02,-1.949264314540513675e-03
5.011899999999999977e+02,1.702740825689164419e-02,-1.715167587465079267e-03
6.309600000000000364e+02,1.666449344040379574e-02,-1.435793669432373128e-03
7.943300000000000409e+02,1.633870234410955691e-02,-1.109438368794194970e-03
1.000000000000000000e+03,1.606117424992969944e-02,-7.287022309982213279e-04
1.258900000000000091e+03,1.580888106340523971e-02,-2.827724289657193731e-04
1.584900000000000091e+03,1.558476328862013274e-02,2.422472103023866298e-04
1.995299999999999955e+03,1.535552500802101449e-02,8.560734952241664175e-04
2.511900000000000091e+03,1.519952840942959994e-02,1.581146978510511404e-03
3.162300000000000182e+03,1.517109344713608692e-02,2.452846099159855953e-03
3.981099999999999909e+03,1.512601190321580073e-02,3.488131035300227802e-03
5.011899999999999636e+03,1.508688284424428497e-02,4.712940823286972981e-03
6.309600000000000364e+03,1.527624631090230764e-02,6.239444322658154775e-03
7.943300000000000182e+03,1.546763939698914472e-02,8.031686651315247949e-03
1.000000000000000000e+04,1.577148266048593317e-02,1.015747456493823649e-02
